"","Name_of_Organisation","Type","Country","Divestment_Type","More_Info","Policy"
"1018"," 'http://suncommon.com/' SunCommon","For Profit Corporation","USA","Full","'http://www.vermontbiz.com/news/june/suncommon-401k-divests-fossil-fuels-and-invests-clean-energy'",1
"1019"," 'https://www.suncorp.com.au/' Suncorp","For Profit Corporation","Australia","Coal Only","'https://www.marketforces.org.au/media-release-suncorp-dumps-thermal-coal/'",1
"1020","Sunshine Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1021","Super Three Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1022","Susie Edwards Super Fund","Pension Fund","Australia","Partial","'https://www.divestinvestaustralia.org.au/commitments'",1
"1023","Sussex East Quaker Area Meeting","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1024"," 'https://www.swansea.ac.uk' Swansea University","Educational Institution","UK","Full","'https://www.swansea.ac.uk/press-office/latest-news/swanseauniversitytodivestfromfossilfuelinvestments.php?fbclid=IwAR0A6tlfI0jBvJieW8xSaUmiEre9tmDcS4nybIjqMdJn8xGmeJMDbqEQ3CY'",1
"1025"," 'http://swarthmorefriendsmeeting.org/' Swarthmore Monthly Meeting","Faith-based Organization","USA","Fossil Free","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1026"," 'https://www.slu.se/' Swedish University of Agricultural Sciences
","Educational Institution","Sweden","Full","'https://www.slu.se/ew-nyheter/2016/12/divestering/'",1
"1027"," 'https://swiftfoundation.org/' Swift Foundation","Philanthropic Foundation","USA","Full","",1
"1028"," 'http://www.swinburne.edu.au/' Swinburne University","Educational Institution","Australia","","'https://350.org.au/news/swinburne-university-takes-first-steps-towards-full-fossil-fuel-divestment/'",1
"1029"," 'http://www.swissre.com/' Swiss Reinsurance Company Ltd","For Profit Corporation","Switzerland","Partial","'http://media.swissre.com/documents/ZRH-17-11623-P1_Responsible+Investments_WEB.PDF'",1
"1030"," 'http://www.switzernetwork.org/' Switzer Foundation","Philanthropic Foundation","USA","Full","'http://www.switzernetwork.org/leadership/investing-our-future-taking-stand-fossil-fuels'",1
"1031"," 'http://www.sydneybuddhistcentre.org.au/' Sydney Buddhist Centre","Faith-based Organization","Australia","Full","",1
"1032"," 'https://www.victas.uca.org.au' Synod of Victoria and Tasmania","Faith-based Organization","Australia","Partial","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1033"," 'http://www.synodne.org/' Synod of the Northeast Presbyterian Church","Faith-based Organization","USA","","'https://www.presbyterianmission.org/story/synod-northeast-calls-immediate-divestment-fossil-fuel-companies/'",1
"1034"," 'https://www.syntropywealth.com/' Syntropy Wealth","For Profit Corporation","USA","Full","'From Divest Invest '",1
"1035"," 'http://www.syr.edu/' Syracuse University","Educational Institution","USA","Full","'http://dailyorange.com/2015/03/syracuse-university-announces-it-will-divest-from-fossil-fuels/?utm_content=buffera358e&amp;utm_medium=social&amp;utm_source=facebook.com&amp;utm_campaign=buffer'",1
"1036","Taikura Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1037"," 'tavistockurc.org.uk/' Tavistock United Reformed Church","Faith-based Organization","UK","Full","",1
"1038"," 'http://comptroller.nyc.gov/' Teachers Retirement System of the City of New York","Pension Fund","USA","Full","'https://www.theguardian.com/us-news/2018/jan/10/new-york-city-plans-to-divest-5bn-from-fossil-fuels-and-sue-oil-companies'",1
"1039","Technologies for the Economical Development","Faith-based Organization","Lesotho","Full","",1
"1040"," 'http://www.sfct.org.uk/the-tedworth-charitable-trust/' Tedworth Charitable Trust","Philanthropic Foundation","UK","Full","'http://divestinvest.org/wp-content/uploads/2015/06/PRESS-RELEASE-Divest-Invest-June-Announcement.pdf'",1
"1041"," 'http://www.tellusmater.org.uk/' Tellus Mater Foundation","Philanthropic Foundation","UK","Full","'http://divestinvest.org/philanthropy/#/signatories/tellus-mater-foundation'",1
"1042"," 'http://tssfcameroon.org/' Tertiary Sisters of Saint Francis","Faith-based Organization","Cameroon","Full","",1
"1043"," 'http://urcthamesnorth.org.uk' Thames North Synod","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/'",1
"1044"," 'http://urcthamesnorth.org.uk' Thames North Synod","Faith-based Organization","United Kingdom","Fossil Free","",1
"1045"," 'http://www.ams.ubc.ca/' The Alma Mater Society","Educational Institution","Canada","Full","",1
"1046"," 'https://www.american.edu/' The American University ","Educational Institution","USA","Fossil Free","'https://www.theeagleonline.com/article/2020/04/breaking-au-announces-full-financial-divestment-from-fossil-fuel-stocks'",1
"1047","The Archdiocese of Panama","Faith-based Organization","Panama","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1048"," 'http://www.arkayfoundation.org/' The Arkay Foundation","Philanthropic Foundation","USA","Full","",1
"1049"," 'https://www.bps.org.uk/' The British Psychological Society (BPS)","Healthcare Institution","UK","Full","'https://www.bps.org.uk/news-and-policy/society-investment-policy-2018'",1
"1050"," 'https://www.coutts.com/' The British monarchy","Other","United Kingdom","Coal and Tar Sands Only","'https://www.westernstandardonline.com/2020/06/queen-elizabeth-looking-to-make-her-cash-more-green-pulling-out-of-oil-sands/'",1
"1051"," 'http://www.cathecclesia.gr/hellas/index.php/catholic-church-in-greece' The Catholic Church in Greece","Faith-based Organization","Greece","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1052"," 'http://www.capetown.gov.za/' The City of Capetown","Government","South Africa","Full","'https://docs.google.com/document/d/1fNn85t66lW-38UZohCIMEHYPOeWFwFKZzGuqFBVG-cU/edit'",1
"1053"," 'https://www.denvergov.org/content/denvergov/en.html' The City of Denver","Government","USA","Full","'https://www.westword.com/news/colorado-denver-consider-divesting-from-fossil-fuel-companies-11304184'",1
"1054"," 'http://ville.montreal.qc.ca/portal/page?_pageid=5977,86481579&amp;_dad=portal&amp;_schema=PORTAL' The City of Montreal","Government","Canada","Full","'https://www.cbc.ca/amp/1.5125706'",1
"1055","The Diocese of Civitavecchia-Tarquinia","Faith-based Organization","Italy","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1056","The Diocese of Naples","Faith-based Organization","Italy","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1057"," 'http://www.diocesipescara.it/' The Diocese of Pescara","Faith-based Organization","Italy","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"1058","The Diocese of Savona-Noli","Faith-based Organization","Italy","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1059","The Diocese of Siracusa","Faith-based Organization","Italy","Full","'https://docs.google.com/document/d/1Prs2wzSrmffgiW4B0E1cx42bvRJtzxjtJJCbxTAySUA/edit'",1
"1060"," 'https://middlesbrough-diocese.org.uk/' The Dioceses of Middlesbrough","Faith-based Organization","UK","Full","'https://catholicclimatemovement.global/first-catholic-dioceses-in-england-divest-from-fossil-fuels/?fbclid=IwAR1AIfxZ6Sm3uDuuYwqgqTMbn-Lg5oQajnsKK-hR7I-AFkuMAra4C8nTdNc'",1
"1061"," 'http://www.theefa.org/' The Educational Foundation of America","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/granary-foundation'",1
"1062"," 'http://www.umpi.edu/' The Foundation of the University of Maine Presque Isle","Philanthropic Foundation","USA","Full","'http://gofossilfree.org/usa/university-of-maine-system-divests-from-coal-announces-full-divestment-of-umpi-foundation/'",1
"1063"," 'http://www.fundforsantabarbara.org/' The Fund for Santa Barbara","Philanthropic Foundation","USA","Fossil Free","'http://www.fundforsantabarbara.org/cmsAdmin/uploads/FSB_Public_Statement_on_Fossil_Fuel_Divestment_Final_-_adopted_6_15_15.pdf'",1
"1064"," 'https://catholicclimatemovement.global/' The Global Catholic Climate Movement (GCCM)","Faith-based Organization","Italy","Full","",1
"1065"," 'http://www.granthamfoundation.org/' The Grantham Foundation","Philanthropic Foundation","USA","Full","",1
"1066","The H&amp;S Kilgour Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1067"," 'http://www.hanleycenterfoundation.org/' The Hanley Foundation","Philanthropic Foundation","USA","Full","",1
"1068"," 'http://www.huntfoundation.org/' The Hunt Foundation","Philanthropic Foundation","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge/c1t44'",1
"1069"," 'http://www.sjweb.info/' The Italian Jesuits","Faith-based Organization","Italy","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"1070"," 'http://jrsbiodiversity.org/' The J.R.S. Biodiversity Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"1071"," 'https://www.langeloth.org/' The Jacob and Valeria Langeloth Foundation","Philanthropic Foundation","USA","Full","",1
"1072","The Janet Goss Superfund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1073"," 'http://jesuits.ca/news-detail?TN=NEWS-20161004091623' The Jesuits in English Canada","Faith-based Organization","Canada","","'https://docs.google.com/document/d/1NGFz0NiTR6ylFmmWwHpeyGfCvAI-KhnsR2qQkXsPE4g/edit'",1
"1074","The Kristina and William Catto Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"1075"," 'https://www.lemelson.org/' The Lemelson Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"1076"," 'http://www.thelibrafoundation.org/' The Libra Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories'",1
"1077","The Ludo Group","For Profit Corporation","","Full","'From Divest Invest '",1
"1078"," 'http://lydiabstokesfoundation.org/' The Lydia B. Stokes Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/lydia-b-stokes-foundation'",1
"1079","The Mission Congregation of the Servants of the Holy Spirit","Faith-based Organization","Global","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"1080"," 'http://www.newschool.edu/' The New School","Educational Institution","USA","Full","'http://blogs.newschool.edu/news/2015/01/the-new-school-submits-bold-plan-to-tackle-climate-change/#.VSbe8_nF9Wj'",1
"1081"," 'http://teu.ac.nz/' The New Zealand Tertiary Education Union","Educational Institution","New Zealand","Full","'http://teu.ac.nz/2016/08/fossil-divestment-policy/'",1
"1082","The Order of St Augustine - Irish Province","Faith-based Organization","Ireland","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1083"," 'http://www.overbrook.org/' The Overbrook Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"1084"," 'http://www.thepalettefund.org/' The Palette Fund","Philanthropic Foundation","USA","Full","",1
"1085"," 'http://theroddickfoundation.org/' The Roddick Foundation","Philanthropic Foundation","UK","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/ashden-trust'",1
"1086"," 'http://www.rcgp.org.uk/' The Royal College of General Practitioners","Educational Institution","UK","Full","'http://www.rcgp.org.uk/about-us/news/2018/july/rcgp-to-stop-investing-in-fossil-fuel-companies.aspx'",1
"1087","The SWF Immersion Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/signatories/#/signatories/swf-immersion-foundation-2'",1
"1088"," 'https://sharedearth.org/' The Shared Earth Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"1089"," 'https://csjp.org/' The Sisters Of St. Joseph Of Peace (UK)","Faith-based Organization","UK","Full","'https://csjp.org/news/2020/03/09/sisters-of-st.-joseph-of-peace-divest-from-fossil-fuels/'",1
"1090"," 'https://sisters-of-st-andrew.com/' The Sisters of St Andrew in England","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/'",1
"1091"," 'https://sisters-of-st-andrew.com/' The Sisters of St Andrew in England","Faith-based Organization","United Kingdom","Full","",1
"1092","The Tin Dog Super","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1093"," 'http://vancouverunitarians.ca/ucv/' The Unitarian Church of Vancouver","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1094"," 'https://urcyorkshire.org.uk' The United Reformed Church Synod of Yorkshire","Faith-based Organization","UK","Full","'https://urcyorkshire.org.uk/portfolio-items/united-reformed-church-synod-of-yorkshire-divests-from-fossil-fuels/'",1
"1095"," 'http://veluxfoundations.dk/en' The Velux Foundations","Philanthropic Foundation","Denmark","Partial","'http://divestinvest.org/philanthropy/signatories/#/signatories/the-velux-foundations'",1
"1096"," 'http://www.thevineschurch.org.uk' The Vines United Reformed Church, Rochester","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/easter-declaration-fossil-free-churches/'",1
"1097"," 'http://wegefoundation.com/' The Wege Foundation","Philanthropic Foundation","USA","Full","'DI Source'",1
"1098"," 'www.thewelders.org' The Welders","Other","USA","Full","",1
"1099"," 'http://www.wheatonfranciscan.org/heritage/' The Wheaton Franciscan Sisters, Daughters of the Sacred Hearts of Jesus and Mary ","Faith-based Organization","USA","Full","'http://www.businessgreen.com/bg/news/3009731/catholic-groups-join-global-fossil-fuel-divestment-drive'",1
"1100"," 'http://wilderness.org/' The Wilderness Society","NGO","USA","Full","",1
"1101","The Winslow Foundation","Philanthropic Foundation","USA","Full","",1
"1102"," 'https://www.aalborg.dk/' The city of Aalborg","Government","Denmark","Full","'https://www.aalborg.dk/usercontrols/AalborgKommune/Referater/Pdf.aspx?pdfnavn=18908442-18132324-48.pdf&amp;type=bilag&amp;pdfid=99277'",1
"1103"," 'https://www.fremont.gov/' The city of Fremont","Government","USA","Full","'http://fossilfreeca.org/wp-content/uploads/2019/01/Fremont-Divestment-Resolution.pdf'",1
"1104"," 'https://www.pkbs.ch/' The public Pension Fund of Basel","Pension Fund","Switzerland","Coal Only","'https://www.pkbs.ch/fileadmin/user_upload/Versicherte/Rechtsgrundlagen/Anlagereglement_g%C3%BCltig_ab_01.01.2019.pdf'",1
"1105"," 'http://www.uucharlottesville.org/' Thomas Jefferson Memorial Church, VA","Faith-based Organization","USA","Full","'https://divestfossilfuels.files.wordpress.com/2014/07/public-witness-on-climate-change-charlottesville.pdf'",1
"1106"," 'https://www.thresholdfoundation.org/' Threshold Foundation","Philanthropic Foundation","USA","Full","'http://divestinvest.org/philanthropy/#/signatories/threshold-foundation'",1
"1107"," 'https://tiedemannadvisors.com/' Threshold Group","For Profit Corporation","USA","Full","'DI Source'",1
"1108"," 'http://taf.ca/' Toronto Atmospheric Fund","Philanthropic Foundation","Canada","","'http://www.nationalobserver.com/2016/06/07/opinion/canadian-foundations-join-divest-invest-philanthropy-movement'",1
"1109"," 'https://www.fredericia.dk/' Town (City) of Fredericia","Government","Denmark","Full","'http://www.fredericia.dk/dagsordener-og-referater-fra-byraad-og-udvalg/open/Byr%C3%A5det%20%28%C3%85ben%29/2016/14-03-2016/Dagsorden%20%28%C3%85ben%29/BR-14-03-2016%20-%2000%20Referat%20med%20bilag.pdf'",1
"1110","Town of Allonnes","Government","France","Full","'http://allonnes.fr/fileadmin/user_upload/fichiers/PDF_en_telechargement/Allonnes_citoyenne/Deliberations_CM/Voeu_transition_e__nerge__tique.pdf'",1
"1111","Town of Ambérieu en Bugey","Government","France","Full","'http://www.vivonsnotreville-amberieu.com/wp-content/uploads/2015/10/Compte-Rendu-Conseil_11_decembre_2015.pdf'",1
"1112"," 'http://www.bassendean.wa.gov.au/' Town of Bassendean","Government","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1113","Town of Cherbourg","Government","France","Full","'http://cotentin.eelv.fr/des-motions-pour-le-desinvestissement-fossile-votees-a-linitiative-des-elus-eelv/'",1
"1114","Town of Colombes","Government","France","Full","'https://www.colombes.fr/reportages-videos-137/conseil-municipal-du-mois-de-novembre-2015-1104.html?cHash=9bb3963575c1fcca86ddcd594ac8cd10'",1
"1115"," 'http://www.eastfremantle.wa.gov.au/' Town of East Fremantle","Government","Australia","Full","",1
"1116"," 'https://www.townoffairfax.org/' Town of Fairfax","Government","USA","Full","'http://www.fossilfreeca.org/wp-content/uploads/2015/01/FairfaxRes.pdf'",1
"1117","Town of Pierrefitte sur Seine","Government","France","Full","'http://www.mairie-pierrefitte93.fr/content/download/21604/279051/file/Conseil%20municipal%20du%20jeudi%2019%20novembre%202015.PDF'",1
"1118","Town of Saint Denis","Government","France","Full","",1
"1119","Town of Saint Herblain","Government","France","Full","'http://www.saint-herblain.fr/content/download/1856/12520/file/pvcm_14_12_2015.pdf'",1
"1120","Town of Saint Maur des Fosse","Government","France","Full","'http://www.saint-maur.com/IMG/pdf/compte_rendu_cm_du_10_d_r_cembre_2015_gm.pdf'",1
"1121"," 'https://www.townoftruckee.com/' Town of Truckee","Government","USA","Full","'From Divest Invest '",1
"1122"," 'www.treesforuganda.org' Trees for Uganda","NGO","Uganda","Full","",1
"1123"," 'https://www.quakercloud.org/cloud/trenton-friends-meeting' Trenton Meeting","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1124"," 'http://www.tri-usentertainment.eu/' Tri-US Entertainment","For Profit Corporation","USA","Full","'DI Source'",1
"1125"," 'http://www.macucc.org/churchdetail/1399169' Trinitarian Congregational United Church of Christ, Warwick, Massachusetts","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1126"," 'https://www.trin.cam.ac.uk/' Trinity College Cambridge","Educational Institution","UK","Full","'https://www.ft.com/content/fbb179c7-e098-48cd-a980-93e673172a72'",1
"1127"," 'https://www.tcd.ie/' Trinity College Dublin, The University of Dublin","Educational Institution","Ireland","Full","'http://www.universitytimes.ie/2016/11/after-year-long-campaign-trinity-to-divest-from-fossil-fuels/'",1
"1128"," 'https://www.trinitymethodistchelmsford.org/' Trinity Methodist Church, Chelmsford","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/faith-institutions-launch-new-wave-of-divestment/'",1
"1129"," 'https://www.trinitymethodistchelmsford.org/' Trinity Methodist Church, Chelmsford","Faith-based Organization","United Kingdom","Fossil Free","",1
"1130"," 'http://www.trinitystpauls.ca/' Trinity St. Paul's United Church, Toronto","Faith-based Organization","Canada","Fossil Free","",1
"1131","Trinity United Church, Ringwood","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1132","Triratna Buddhist Community Highlands","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1133"," 'https://www.trocaire.org/' Trocaire","Philanthropic Foundation","Ireland","","'https://www.trocaire.org/getinvolved/climate-justice/what-is-divestment'",1
"1134"," 'https://www.trottierfoundation.com/' Trottier Family Foundation","Philanthropic Foundation","Canada","Full","'From Divest Invest '",1
"1135","Trudili Super Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1136"," 'http://www.trustafrica.org/en/' Trust Africa","Philanthropic Foundation","Senegal","Full","'http://divestinvest.org/philanthropy/#/signatories/trustafrica'",1
"1137"," 'https://en.wikipedia.org/wiki/Tubmanburg' Tubmanburg City Coorperation","Government","Liberia","Full","",1
"1138","Tweeps Super Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1139","Two Dogs Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1140","Twopeas Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
"1141"," 'https://www.fph.org.uk/' UK Faculty of Public Health ","Healthcare Institution","UK","Full","'https://www.medact.org/2018/news/leading-uk-public-health-body-ends-investment-in-fossil-fuel-industry/'",1
"1142"," 'http://www.ukhealthalliance.org/' UK Health Alliance on Climate Change","Healthcare Institution","UK","","'http://gofossilfree.org/in-the-space-of-just-10-weeks/'",1
"1143"," 'https://www.unifor.no/' UNIFOR","Educational Institution","Norway","Full","'http://www.framtiden.no/english/the-largest-norwegian-universities-divest-from-fossil-fuels.html'",1
"1144"," 'https://www.uniqagroup.com/gruppe/' UNIQA Insurance","For Profit Corporation","Austria","Coal Only","'https://www.uniqagroup.com/gruppe/versicherung/media/files/UNIQA_Statement_on_Decarbonisation.pdf'",1
"1145"," 'http://unisoncambshealth.co.uk/' UNISON Cambridge Hospitals","Healthcare Institution","UK","","'http://www.fossilfreecambs.org/'",1
"1146"," 'http://uuchurchofboulder.org/' UU Church of Boulder, CO","Faith-based Organization","USA","Full","'http://uuchurchofboulder.org/blog/2015/04/uucb-fossil-fuel-divestment-resolution/'",1
"1147"," 'http://uubinghamton.org/' UU Congregation of Binghamton, NY","Faith-based Organization","USA","Full","",1
"1148"," 'http://www.uuestrie.ca/' UUEstrie","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1149"," 'http://www.umu.se/english/about-umu/news-events/news/newsdetailpage/umea-university-ends-all-investments-in-fossil-fuels.cid280180' Umeå University","Educational Institution","Sweden","Full","'http://www.umu.se/english/about-umu/news-events/news/newsdetailpage/umea-university-ends-all-investments-in-fossil-fuels.cid280180'",1
"1150","Unfolding Futures Pty Ltd Superannuation Fund","Pension Fund","Australia","Full","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1151"," 'https://www.unisuper.com.au/' UniSuper","Pension Fund","Australia","Partial","'http://www.divestfossilfuels.org.au/#!take-the-pledge-super-funds/c1987'",1
"1152"," 'https://utsnyc.edu/' Union Theological Seminary, New York City","Faith-based Organization","USA","Full","'http://350.org/press-release/union-theological-seminary-in-nyc-votes-unanimously-to-divest-from-fossil-fuels/'",1
"1153"," 'http://www.ucsusa.org/' Union of Concerned Scientists","NGO","USA","Full","'http://blog.ucsusa.org/ucs-goes-fossil-free-757?utm_source=fb&amp;utm_medium=fb&amp;utm_campaign=fb'",1
"1154"," 'http://www.pbvm.org/' Union of Sisters of the Presentation of the Blessed Virgin Mary Generalate","Faith-based Organization","International ","Full","'https://catholicclimatemovement.global/divest-and-reinvest/'",1
"1155"," 'http://unitarianscalgary.org/' Unitarian Church of Calgary","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1156"," 'http://www.uulosalamos.org/' Unitarian Church of Los Alamos, NM","Faith-based Organization","USA","Fossil Free","",1
"1157"," 'ucmtl.ca' Unitarian Church of Montréal","Faith-based Organization","Canada","Fossil Free","",1
"1158"," 'http://unitariansa.org.au/' Unitarian Church of South Australia","Faith-based Organization","Australia","Full","",1
"1159"," 'http://www.ufnwt.com/' Unitarian Fellowship of Northwest Toronto","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1160"," 'http://peterboroughunitarian.ca/' Unitarian Fellowship of Peterborough","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1161"," 'http://www.uunorthampton.org/' Unitarian Society of Northampton &amp; Florence, MA","Faith-based Organization","USA","Full","",1
"1162"," 'https://www.uua.org/' Unitarian Universalist Association","Faith-based Organization","USA","Full","'http://www.uua.org/news/press-release/unitarian-universalist-association-joins-fossil-fuel-divestment-movement'",1
"1163"," 'http://www.uucpa.org/' Unitarian Universalist Church of Palo Alto, CA","Faith-based Organization","USA","Full","'http://gofossilfree.org/commitments/'",1
"1164"," 'http://uuac.org/' Unitarian Universalist Church, First Parish, Sherborn, Massachusetts","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1165"," 'http://uucastine.org/' Unitarian Universalist Congregation of Castine, Maine","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1166"," 'http://uusouthcountyri.org/' Unitarian Universalist Congregation of South County, RI","Faith-based Organization","USA","Full","",1
"1167"," 'http://www.uufames.org/' Unitarian Universalist Fellowship of Ames","Faith-based Organization","USA","Full","",1
"1168"," 'http://uucorvallis.org/' Unitarian Universalist Fellowship of Corvallis, OR","Faith-based Organization","USA","Full","'http://uucorvallis.org/wp-content/uploads/2014/03/Fossil-Fuel-Divestment-Resolution-and-Press-Release-May-2014.pdf'",1
"1169"," 'http://www.uusocietyamherst.org/' Unitarian Universalist Society of Amherst, MA","Faith-based Organization","USA","Full","'http://www.uusocietyamherst.org/News/tabid/63/ID/1104/UUSA-Divests-of-Fossil-Fuels.aspx'",1
"1170"," 'http://uubangor.org/' Unitarian Universalist Society of Bangor, Maine","Faith-based Organization","USA","Full","'http://www.greenfaith.org/programs/divest-and-reinvest/listing-of-known-religious-divestment-efforts'",1
"1171"," 'http://www.unitarian-stcatharines.org/' Unitarian congregation of Niagara","Faith-based Organization","Canada","Full","'http://cusj.org/fossil-free-cuc-congregations/'",1
"1172"," 'http://www.united-church.ca/' United Church of Canada","Faith-based Organization","Canada","Full","'http://www.cbc.ca/news/business/united-church-votes-to-sell-off-its-fossil-fuel-assets-1.3187539'",1
"1173"," 'http://www.ucc.org/' United Church of Christ","Faith-based Organization","USA","","'gofossilfree.org'",1
"1174"," 'http://uccmn.org/' United Church of Christ, Minnesota Conference","Faith-based Organization","USA","Full","'http://www.btlonline.org/2014/i/140207b-divest.jpg'",1
"1175","United Reformed Church Mersey Synod","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1176","United Reformed Church Northern Synod","Faith-based Organization","United Kingdom","Full","'https://docs.google.com/spreadsheets/d/17bL4y1ufCrawR1HMc25OsyPL55F8xSgmu5KIpHofaRM/edit#gid=0'",1
"1177"," 'https://www.urcsouthwest.org.uk/' United Reformed Church South Western Synod","Faith-based Organization","UK","Full","'https://brightnow.org.uk/news/epiphany-declaration-20-christian-organisations-divest/'",1
"1178"," 'http://www.urcscotland.org.uk/' United Reformed Church Synod of Scotland","Faith-based Organization","UK","Full","'http://brightnow.org.uk/news/united-reformed-church-urc-scotland-commits-divest/'",1
"1179"," 'https://www.urcwales.org.uk/' United Reformed Church Synod of Wales","Faith-based Organization","UK","Full","'https://www.urcwales.org.uk/news/divesting-from-fossil-fuels/'",1
"1180"," 'http://wessexsynodurc.org.uk' United Reformed Church Synod of Wessex","Faith-based Organization","UK","Full","'https://urc.org.uk/latest-news/3189-urc-s-wessex-synod-divest-from-fossil-fuel-companies.html'",1
"1181"," 'https://www.urcwestmidlands.org.uk/' United Reformed Church West Midlands Synod ","Faith-based Organization","UK","Full","'https://urc.org.uk/latest-news/3366-urc-west-midlands-synod-divests-from-fossil-fuels'",1
